age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
<18,Fiona,Non-Binary,Widowed,2,Undergraduate,African American,Spanish,Australia,Professional,Atheism,1950-09-21,Moderate,Work Visa,Rural,Yes
18-24,Amelia,Male,Married,1,Postgraduate,Asian,French,USA,Retired,Buddhism,1981-11-22,Moderate,Citizen,Urban,Yes
55-64,Elias,Non-Binary,Widowed,3-4,Undergraduate,African American,Spanish,Australia,Student,Christianity,1951-09-02,Low,Citizen,Rural,Yes
18-24,Isabella,Female,Divorced,2,Postgraduate,Other,Mandarin,India,Self-employed,Other,1940-10-28,High,Other,Rural,Yes
35-44,Paisley,Female,Widowed,1,Undergraduate,African American,French,USA,Student,Buddhism,1979-01-08,High,Permanent Resident,Suburban,No
18-24,Victoria,Male,Widowed,3-4,Postgraduate,Other,French,USA,Professional,Buddhism,1978-07-18,Moderate,Other,Urban,Yes
55-64,Eve,Female,Married,2,Postgraduate,Other,Other,USA,Professional,Christianity,1987-01-18,High,Other,Urban,Yes
35-44,Yosef,Male,Married,3-4,Postgraduate,Hispanic,Spanish,Canada,Self-employed,Buddhism,1945-09-17,High,Permanent Resident,Rural,No
18-24,Veronica,Female,Divorced,3-4,Postgraduate,African American,English,India,Retired,Islam,1975-04-16,High,Permanent Resident,Suburban,Yes
<18,Michael,Non-Binary,Widowed,5+,Postgraduate,Hispanic,Mandarin,USA,Professional,Other,1967-09-26,Low,Citizen,Urban,No
45-54,Edward,Male,Widowed,2,High School,African American,Spanish,Australia,Self-employed,Christianity,1961-04-21,High,Other,Urban,No
65+,Benjamin,Female,Single,1,Undergraduate,African American,Spanish,India,Retired,Hinduism,1993-10-30,Low,Other,Urban,Yes
45-54,Leah,Non-Binary,Single,2,Doctorate,Other,Other,USA,Retired,Islam,1999-01-18,Moderate,Work Visa,Suburban,No
18-24,Harry,Male,Widowed,3-4,Postgraduate,Asian,French,India,Retired,Atheism,1981-12-30,Moderate,Citizen,Urban,Yes
25-34,Faith,Male,Single,5+,Undergraduate,Asian,Mandarin,UK,Professional,Hinduism,1967-01-27,Moderate,Permanent Resident,Suburban,No
65+,Gabriel,Female,Divorced,2,Postgraduate,African American,English,Canada,Professional,Buddhism,1974-02-25,Low,Other,Urban,Yes
<18,George,Male,Married,1,Undergraduate,Hispanic,Mandarin,UK,Retired,Hinduism,2000-07-14,Moderate,Citizen,Urban,Yes
65+,Olivia,Female,Married,3-4,Undergraduate,African American,English,UK,Student,Atheism,1964-11-04,Low,Other,Rural,Yes
18-24,Olive,Female,Divorced,2,High School,Other,French,Australia,Professional,Islam,1976-07-25,Moderate,Permanent Resident,Suburban,No
25-34,Ethan,Female,Divorced,1,Postgraduate,Hispanic,French,India,Professional,Buddhism,1952-07-10,Low,Citizen,Suburban,Yes
45-54,Daphne,Male,Married,3-4,Doctorate,Caucasian,Spanish,UK,Professional,Other,1949-10-03,High,Other,Urban,No
25-34,Victoria,Non-Binary,Single,1,Doctorate,African American,Spanish,Canada,Student,Christianity,1964-12-02,High,Citizen,Suburban,Yes
<18,Daisy,Non-Binary,Divorced,2,High School,Other,Spanish,USA,Professional,Hinduism,1995-09-05,High,Permanent Resident,Suburban,No
25-34,Skylar,Male,Married,2,Doctorate,Asian,Spanish,Canada,Professional,Atheism,1940-10-24,Low,Permanent Resident,Urban,No
18-24,Ruby,Non-Binary,Widowed,1,Postgraduate,African American,English,India,Self-employed,Christianity,1956-05-03,Moderate,Other,Suburban,No
65+,Harriet,Male,Widowed,3-4,High School,Hispanic,Spanish,Canada,Professional,Atheism,2000-04-21,Low,Permanent Resident,Rural,Yes
35-44,Jamie,Non-Binary,Single,5+,Postgraduate,Caucasian,English,Canada,Retired,Buddhism,1974-10-24,Low,Other,Suburban,Yes
35-44,Ophelia,Non-Binary,Married,1,High School,Caucasian,Spanish,India,Student,Christianity,1987-08-08,Low,Permanent Resident,Urban,Yes
18-24,Nina,Non-Binary,Single,2,High School,Other,Mandarin,Canada,Retired,Islam,1982-12-25,Moderate,Other,Urban,Yes
18-24,Uriel,Non-Binary,Single,5+,High School,African American,Other,Canada,Self-employed,Christianity,1942-01-13,Moderate,Other,Urban,Yes
18-24,Paula,Male,Single,5+,Undergraduate,Asian,Other,Canada,Self-employed,Atheism,1960-12-23,Low,Work Visa,Rural,No
65+,Ethan,Female,Single,3-4,High School,African American,Mandarin,Canada,Retired,Buddhism,1941-08-15,High,Citizen,Rural,No
45-54,Edward,Female,Widowed,1,Postgraduate,Other,Mandarin,India,Student,Buddhism,1962-07-17,Moderate,Citizen,Urban,No
<18,Thomas,Non-Binary,Divorced,5+,Postgraduate,Other,Spanish,Australia,Self-employed,Christianity,1955-07-22,High,Work Visa,Rural,No
65+,Gemma,Female,Widowed,3-4,Undergraduate,Hispanic,French,USA,Student,Christianity,1977-10-21,High,Permanent Resident,Rural,Yes
45-54,Lily,Male,Married,1,Doctorate,Asian,Other,USA,Professional,Islam,1968-09-26,Moderate,Other,Rural,No
18-24,Ivan,Female,Married,5+,Undergraduate,Caucasian,English,India,Student,Christianity,1992-10-25,High,Permanent Resident,Urban,Yes
65+,Jasper,Female,Widowed,3-4,Doctorate,Caucasian,Spanish,India,Student,Hinduism,1952-11-07,Low,Permanent Resident,Rural,No
65+,Brianna,Male,Married,5+,Undergraduate,Asian,Other,USA,Student,Atheism,1989-04-10,Low,Other,Urban,Yes
18-24,Jade,Male,Widowed,5+,Undergraduate,African American,Mandarin,India,Self-employed,Atheism,1966-12-16,Moderate,Permanent Resident,Rural,No
55-64,Charlotte,Non-Binary,Widowed,2,Postgraduate,African American,Other,UK,Professional,Buddhism,1950-11-11,High,Citizen,Urban,No
55-64,Julia,Female,Married,5+,Undergraduate,Asian,French,Australia,Retired,Christianity,1988-07-29,Low,Permanent Resident,Urban,Yes
65+,Yvette,Female,Single,2,Doctorate,Other,French,UK,Student,Buddhism,1939-12-09,High,Citizen,Rural,No
25-34,Violet,Male,Married,2,Doctorate,Other,Mandarin,Canada,Self-employed,Other,1958-10-20,Moderate,Citizen,Urban,Yes
25-34,Samuel,Non-Binary,Married,2,Undergraduate,African American,Other,USA,Professional,Other,1984-08-09,High,Work Visa,Rural,No
45-54,Gavin,Non-Binary,Married,2,Undergraduate,Asian,French,UK,Student,Buddhism,1995-09-17,Low,Other,Rural,No
55-64,Thomas,Male,Single,1,Doctorate,Caucasian,Mandarin,UK,Professional,Hinduism,1986-02-20,Low,Citizen,Suburban,No
55-64,Nina,Male,Single,5+,High School,Hispanic,Mandarin,India,Student,Atheism,1982-09-23,Low,Citizen,Urban,No
55-64,Ophelia,Female,Married,1,Postgraduate,Other,French,UK,Student,Hinduism,1960-11-14,Low,Work Visa,Urban,No
65+,Charlotte,Non-Binary,Married,5+,Doctorate,Other,English,India,Retired,Buddhism,1980-02-19,Moderate,Other,Suburban,Yes
55-64,Grayson,Male,Divorced,3-4,Doctorate,Caucasian,French,UK,Professional,Other,1951-03-23,High,Work Visa,Urban,No
35-44,Kevin,Female,Single,2,High School,Asian,Mandarin,India,Retired,Buddhism,1984-08-10,Moderate,Other,Urban,Yes
25-34,Warren,Non-Binary,Widowed,5+,Postgraduate,Other,English,India,Self-employed,Islam,2006-05-18,Moderate,Work Visa,Urban,No
25-34,Ursula,Non-Binary,Single,3-4,Undergraduate,African American,Mandarin,Canada,Self-employed,Islam,1974-06-20,Moderate,Work Visa,Rural,Yes
35-44,Paisley,Female,Widowed,3-4,Postgraduate,Hispanic,Other,Australia,Student,Atheism,1994-11-28,Moderate,Work Visa,Urban,No
65+,Gideon,Female,Single,5+,Undergraduate,Hispanic,Spanish,Canada,Student,Buddhism,1977-01-25,Low,Other,Suburban,Yes
35-44,David,Male,Married,2,Postgraduate,African American,Mandarin,USA,Retired,Atheism,1976-02-12,High,Other,Urban,Yes
18-24,Mila,Female,Single,3-4,Undergraduate,Caucasian,English,India,Retired,Hinduism,1944-12-01,Low,Work Visa,Urban,Yes
<18,Ulric,Non-Binary,Widowed,5+,High School,Hispanic,Mandarin,UK,Student,Hinduism,1968-04-28,Low,Other,Rural,No
65+,Madison,Non-Binary,Divorced,2,High School,Other,Mandarin,UK,Self-employed,Atheism,1941-02-27,Low,Permanent Resident,Suburban,No
18-24,Kaitlyn,Female,Single,1,Undergraduate,Asian,French,India,Self-employed,Buddhism,1943-08-23,High,Work Visa,Rural,No
18-24,Jamie,Male,Single,2,Undergraduate,Other,Spanish,India,Self-employed,Atheism,1958-03-30,Low,Other,Suburban,No
<18,Lily,Female,Divorced,5+,High School,Other,Spanish,Australia,Self-employed,Atheism,1984-02-11,Low,Other,Suburban,No
45-54,Ursula,Non-Binary,Widowed,3-4,High School,Other,Mandarin,Australia,Retired,Atheism,2001-08-08,High,Permanent Resident,Suburban,No
18-24,Prarthana,Female,Widowed,3-4,High School,Hispanic,Spanish,UK,Retired,Christianity,2002-11-13,Low,Other,Rural,Yes
55-64,Walker,Male,Single,1,Doctorate,Other,English,Canada,Self-employed,Christianity,1941-03-14,Low,Other,Urban,No
35-44,Elliot,Male,Widowed,2,Undergraduate,Hispanic,Mandarin,India,Self-employed,Islam,2002-11-02,High,Other,Rural,Yes
25-34,Cameron,Female,Single,2,Postgraduate,Other,Mandarin,USA,Student,Hinduism,1960-07-22,Moderate,Permanent Resident,Suburban,Yes
18-24,Felicity,Non-Binary,Divorced,2,Doctorate,African American,French,UK,Self-employed,Buddhism,1986-06-03,Low,Citizen,Rural,No
65+,Jasper,Non-Binary,Married,3-4,High School,Hispanic,Spanish,UK,Retired,Buddhism,1973-11-07,Low,Work Visa,Urban,No
35-44,Bella,Male,Married,3-4,Undergraduate,Asian,English,India,Professional,Buddhism,1942-01-19,Moderate,Other,Urban,No
<18,Oscar,Female,Divorced,5+,Postgraduate,Other,Other,Canada,Student,Christianity,1971-10-08,Low,Other,Suburban,Yes
<18,Connor,Male,Single,5+,Postgraduate,Caucasian,Mandarin,USA,Professional,Hinduism,1958-06-18,Low,Citizen,Urban,No
35-44,Parker,Male,Married,1,Postgraduate,Other,Spanish,UK,Retired,Christianity,1992-01-23,Low,Work Visa,Urban,No
18-24,Yasmin,Non-Binary,Divorced,2,Doctorate,Other,English,India,Self-employed,Islam,1999-07-19,Moderate,Work Visa,Rural,No
55-64,Eleanor,Female,Single,5+,Postgraduate,Hispanic,Mandarin,India,Professional,Other,1990-03-16,Moderate,Work Visa,Suburban,No
25-34,Michael,Non-Binary,Single,5+,Doctorate,Hispanic,Spanish,Canada,Self-employed,Islam,1960-02-04,High,Citizen,Suburban,Yes
45-54,Blake,Non-Binary,Married,3-4,Undergraduate,Hispanic,English,India,Student,Hinduism,1953-05-06,High,Other,Rural,Yes
25-34,Xander,Non-Binary,Single,1,High School,Asian,Other,Canada,Professional,Other,1985-12-23,Low,Permanent Resident,Suburban,Yes
25-34,Isla,Female,Married,3-4,High School,Hispanic,French,Canada,Retired,Atheism,1978-02-09,Low,Work Visa,Rural,Yes
25-34,Ivan,Non-Binary,Divorced,2,Undergraduate,Caucasian,English,Australia,Professional,Christianity,1952-05-05,Low,Other,Suburban,No
35-44,Grayson,Non-Binary,Widowed,2,Doctorate,Hispanic,English,Canada,Retired,Atheism,1984-12-08,High,Citizen,Rural,Yes
<18,Peyton,Male,Divorced,3-4,High School,Other,French,Canada,Student,Atheism,1941-06-22,Low,Citizen,Suburban,No
45-54,Daisy,Male,Widowed,3-4,Postgraduate,Hispanic,Other,UK,Self-employed,Islam,1951-07-02,Low,Permanent Resident,Urban,No
18-24,Felicity,Non-Binary,Divorced,5+,Postgraduate,Other,Other,UK,Student,Buddhism,1969-09-05,Low,Other,Urban,No
55-64,Frank,Non-Binary,Married,5+,Undergraduate,African American,Other,Canada,Student,Atheism,1985-04-05,Low,Work Visa,Urban,No
<18,Uriel,Male,Single,1,Doctorate,Other,Other,USA,Professional,Atheism,1943-10-06,High,Permanent Resident,Suburban,Yes
65+,Grace,Male,Single,5+,Postgraduate,Caucasian,English,India,Self-employed,Christianity,1972-01-28,High,Other,Suburban,Yes
<18,Victoria,Female,Single,1,Postgraduate,African American,French,Australia,Retired,Other,1943-08-26,Low,Other,Suburban,No
45-54,Aaron,Female,Married,1,Doctorate,Other,French,UK,Retired,Other,1943-08-13,Moderate,Work Visa,Rural,No
25-34,Ivan,Non-Binary,Divorced,1,High School,Caucasian,Other,UK,Student,Christianity,2004-10-10,Moderate,Work Visa,Suburban,Yes
45-54,Zack,Female,Widowed,3-4,Doctorate,Caucasian,Mandarin,USA,Retired,Other,1993-06-09,Low,Citizen,Urban,No
<18,Mason,Non-Binary,Married,1,High School,Hispanic,English,India,Retired,Hinduism,1944-07-04,High,Citizen,Rural,Yes
<18,Rachel,Female,Divorced,5+,High School,Asian,Mandarin,Australia,Student,Atheism,1942-11-23,Low,Permanent Resident,Rural,Yes
25-34,Ivan,Male,Divorced,3-4,High School,Hispanic,French,USA,Self-employed,Atheism,1997-04-06,Moderate,Work Visa,Suburban,Yes
<18,Mason,Male,Divorced,2,Undergraduate,African American,French,India,Self-employed,Hinduism,1966-08-01,High,Citizen,Urban,No
18-24,Gideon,Non-Binary,Widowed,1,Doctorate,Asian,French,India,Student,Buddhism,2003-01-04,High,Work Visa,Suburban,No
55-64,Yvonne,Male,Married,5+,Doctorate,Asian,Spanish,USA,Student,Christianity,1940-03-19,Moderate,Other,Urban,Yes
55-64,Harper,Male,Divorced,1,Undergraduate,Caucasian,French,UK,Student,Christianity,1982-06-18,High,Other,Urban,No
45-54,Isabella,Male,Widowed,5+,Postgraduate,Asian,Spanish,UK,Professional,Other,1955-12-21,High,Other,Suburban,Yes
55-64,Ursula,Female,Divorced,5+,Doctorate,Asian,Mandarin,UK,Retired,Other,1982-08-21,Low,Permanent Resident,Urban,No
25-34,Charlotte,Non-Binary,Widowed,3-4,Postgraduate,Asian,English,Australia,Retired,Hinduism,1974-02-04,High,Other,Rural,Yes
35-44,Victoria,Female,Married,2,Postgraduate,Other,Other,Australia,Self-employed,Atheism,1979-04-26,Low,Work Visa,Suburban,Yes
45-54,Jamie,Non-Binary,Divorced,3-4,Postgraduate,Other,Spanish,India,Professional,Buddhism,1980-11-01,Moderate,Other,Rural,No
<18,Katherine,Male,Divorced,5+,Undergraduate,Caucasian,English,Canada,Professional,Other,1968-01-09,Moderate,Other,Urban,Yes
65+,Imogen,Female,Single,1,Doctorate,Caucasian,French,Australia,Student,Atheism,1953-04-01,High,Citizen,Suburban,Yes
25-34,Brianna,Female,Divorced,3-4,Undergraduate,African American,Other,Australia,Retired,Christianity,1946-12-23,Low,Permanent Resident,Urban,No
35-44,Finn,Non-Binary,Widowed,3-4,Postgraduate,Caucasian,French,Canada,Professional,Christianity,2000-09-17,Moderate,Work Visa,Suburban,No
55-64,Yara,Female,Widowed,5+,Doctorate,African American,French,USA,Professional,Christianity,1955-03-10,Moderate,Other,Urban,No
55-64,Amelia,Male,Married,2,Postgraduate,Hispanic,Mandarin,USA,Self-employed,Hinduism,1976-06-11,Low,Work Visa,Suburban,Yes
45-54,Quincy,Non-Binary,Married,3-4,Undergraduate,Caucasian,French,USA,Professional,Hinduism,1942-08-21,High,Citizen,Rural,No
45-54,Daisy,Female,Divorced,5+,Postgraduate,Asian,Other,USA,Retired,Other,1988-02-24,High,Citizen,Suburban,Yes
45-54,Walker,Non-Binary,Married,1,Doctorate,Asian,Mandarin,India,Student,Islam,1967-02-18,High,Work Visa,Rural,Yes
45-54,Adam,Non-Binary,Widowed,3-4,Undergraduate,Other,French,Canada,Self-employed,Atheism,1941-10-10,Moderate,Other,Rural,Yes
<18,Felicity,Female,Widowed,1,High School,Hispanic,Spanish,Australia,Retired,Atheism,1984-10-22,High,Citizen,Urban,No
25-34,Xavier,Male,Divorced,1,High School,Hispanic,Spanish,Canada,Retired,Other,1957-05-30,Low,Other,Urban,Yes
45-54,Quinn,Female,Single,5+,Postgraduate,African American,Mandarin,USA,Professional,Hinduism,2005-11-06,High,Citizen,Suburban,No
25-34,Diana,Male,Single,1,High School,Hispanic,French,USA,Professional,Hinduism,1966-01-12,Low,Citizen,Suburban,Yes
45-54,Imogen,Non-Binary,Married,2,Undergraduate,African American,Mandarin,Canada,Retired,Islam,1975-08-18,Low,Other,Urban,No
35-44,Elena,Non-Binary,Widowed,3-4,Doctorate,Hispanic,English,Canada,Student,Christianity,1976-11-18,Moderate,Permanent Resident,Rural,Yes
25-34,Charlie,Female,Single,1,Undergraduate,Other,Other,Canada,Retired,Islam,1984-03-04,High,Citizen,Rural,Yes
45-54,Peyton,Female,Single,1,Postgraduate,Other,Other,UK,Professional,Other,1959-03-23,Low,Permanent Resident,Suburban,Yes
55-64,Grace,Male,Divorced,3-4,Doctorate,Hispanic,Other,USA,Self-employed,Islam,1959-12-28,High,Other,Suburban,Yes
65+,Violet,Female,Widowed,5+,Undergraduate,African American,English,India,Student,Christianity,1958-11-08,Moderate,Permanent Resident,Urban,Yes
45-54,Veronica,Non-Binary,Single,2,High School,African American,Mandarin,India,Retired,Other,1950-08-05,Low,Citizen,Urban,No
<18,Fiona,Female,Single,5+,Undergraduate,Hispanic,Mandarin,Australia,Student,Other,1984-09-17,Low,Permanent Resident,Rural,No
65+,Bryson,Non-Binary,Single,2,Undergraduate,Asian,Spanish,India,Student,Christianity,1977-09-26,High,Citizen,Rural,Yes
<18,Alice,Male,Widowed,3-4,Doctorate,Other,Spanish,Canada,Self-employed,Atheism,1944-08-11,Moderate,Other,Urban,No
45-54,Prarthana,Male,Divorced,3-4,Postgraduate,African American,English,Canada,Student,Hinduism,1953-05-28,Moderate,Citizen,Rural,No
45-54,Ivan,Non-Binary,Divorced,5+,Undergraduate,Other,English,UK,Professional,Other,1961-07-25,Moderate,Permanent Resident,Suburban,No
65+,Yvette,Non-Binary,Single,3-4,High School,Asian,English,UK,Self-employed,Buddhism,1957-12-06,Low,Other,Rural,No
35-44,Jacob,Male,Married,5+,Postgraduate,African American,Mandarin,Australia,Student,Atheism,1978-06-03,Low,Work Visa,Rural,Yes
18-24,Frank,Non-Binary,Divorced,2,Doctorate,Caucasian,English,India,Professional,Islam,1950-09-20,Moderate,Other,Rural,No
55-64,Zane,Non-Binary,Divorced,2,Undergraduate,African American,English,UK,Student,Islam,1998-10-26,Moderate,Other,Urban,Yes
18-24,Sienna,Non-Binary,Single,3-4,Undergraduate,Other,Other,UK,Retired,Christianity,1954-03-07,Moderate,Other,Rural,Yes
45-54,Victor,Male,Widowed,1,Doctorate,Asian,Spanish,India,Professional,Buddhism,1941-01-06,Moderate,Work Visa,Suburban,No
65+,George,Female,Married,2,Postgraduate,Caucasian,Other,USA,Retired,Other,1977-07-15,Moderate,Work Visa,Suburban,No
45-54,Mila,Non-Binary,Single,1,High School,African American,Mandarin,USA,Self-employed,Other,1958-04-19,Moderate,Permanent Resident,Urban,Yes
65+,Olive,Male,Married,5+,High School,Asian,Other,Canada,Student,Christianity,1956-08-20,Low,Permanent Resident,Rural,Yes
25-34,Diana,Male,Married,5+,Doctorate,Caucasian,English,Canada,Self-employed,Hinduism,1997-09-28,Low,Permanent Resident,Rural,No
65+,Gemma,Male,Single,1,Postgraduate,Other,English,Canada,Student,Buddhism,1955-09-02,Moderate,Permanent Resident,Suburban,No
<18,Hazel,Female,Widowed,1,Doctorate,Hispanic,Other,Australia,Self-employed,Islam,1948-12-26,High,Work Visa,Suburban,No
55-64,Elias,Female,Single,1,High School,African American,Other,Canada,Student,Atheism,2004-12-21,High,Citizen,Rural,No
<18,Nora,Male,Married,5+,Undergraduate,Hispanic,French,UK,Student,Buddhism,2004-03-17,Moderate,Work Visa,Rural,Yes
<18,Dakota,Male,Single,3-4,Doctorate,Asian,Spanish,USA,Student,Hinduism,1986-04-22,Moderate,Citizen,Urban,No
18-24,Julia,Male,Single,5+,Postgraduate,Asian,Spanish,Canada,Self-employed,Other,1990-07-03,Moderate,Citizen,Suburban,Yes
18-24,Victoria,Male,Married,2,Postgraduate,Hispanic,French,India,Professional,Islam,1950-05-24,Low,Citizen,Rural,Yes
65+,Laura,Female,Married,3-4,Postgraduate,Asian,English,USA,Self-employed,Christianity,1967-07-27,Low,Work Visa,Rural,Yes
<18,Adam,Female,Divorced,3-4,Undergraduate,African American,Mandarin,India,Self-employed,Christianity,2003-10-28,Moderate,Work Visa,Urban,No
45-54,Yosef,Male,Married,5+,High School,Asian,Mandarin,Australia,Retired,Other,1977-01-20,Low,Other,Rural,Yes
65+,Ethan,Male,Widowed,2,Postgraduate,Asian,Mandarin,India,Self-employed,Hinduism,1956-10-09,High,Permanent Resident,Suburban,No
25-34,Lincoln,Female,Divorced,2,Undergraduate,Other,Mandarin,Canada,Student,Atheism,2006-04-02,Moderate,Citizen,Urban,Yes
65+,Theodore,Female,Married,5+,Postgraduate,Other,Spanish,Canada,Retired,Christianity,1999-06-01,Low,Citizen,Urban,No
35-44,Vivian,Male,Married,1,High School,Caucasian,Mandarin,Australia,Student,Other,1995-03-20,High,Citizen,Urban,No
35-44,Olivia,Male,Married,1,Postgraduate,Asian,Mandarin,India,Student,Islam,1968-08-05,High,Permanent Resident,Suburban,No
55-64,Maddox,Male,Single,5+,Undergraduate,Caucasian,French,UK,Student,Other,1993-09-05,High,Other,Suburban,No
18-24,Ulric,Non-Binary,Divorced,1,Postgraduate,Caucasian,French,Canada,Professional,Hinduism,1993-09-17,High,Permanent Resident,Suburban,No
18-24,Xander,Female,Widowed,1,Undergraduate,Hispanic,Other,USA,Self-employed,Atheism,1973-03-05,Low,Other,Suburban,No
<18,Jack,Non-Binary,Single,2,Doctorate,Hispanic,Spanish,USA,Retired,Other,1979-03-30,High,Citizen,Rural,No
45-54,Aiden,Male,Divorced,5+,Postgraduate,African American,English,UK,Retired,Buddhism,1949-11-26,High,Other,Rural,Yes
45-54,Liam,Female,Single,1,High School,Other,Mandarin,Australia,Student,Atheism,1950-12-30,Moderate,Citizen,Rural,No
55-64,Uma,Male,Widowed,2,Postgraduate,Other,English,Australia,Self-employed,Other,1962-01-02,Moderate,Work Visa,Rural,No
45-54,Ursula,Male,Widowed,1,Doctorate,Hispanic,French,Canada,Student,Atheism,1951-12-03,Low,Citizen,Urban,No
<18,Bella,Male,Single,3-4,Doctorate,Hispanic,English,UK,Student,Christianity,1969-07-24,Moderate,Work Visa,Rural,No
18-24,Alice,Female,Single,2,Undergraduate,Other,Mandarin,Australia,Student,Other,2005-07-05,Low,Work Visa,Suburban,Yes
