age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
35-44,Isla,Female,Married,1,Undergraduate,Caucasian,Other,USA,Professional,Buddhism,1996-02-06,Moderate,Other,Suburban,No
18-24,Reed,Non-Binary,Married,2,High School,Other,English,USA,Self-employed,Hinduism,2002-06-05,High,Permanent Resident,Urban,Yes
<18,Ruby,Female,Married,5+,Postgraduate,Caucasian,Spanish,India,Professional,Atheism,1941-01-07,Low,Work Visa,Urban,Yes
35-44,Nicholas,Female,Divorced,3-4,Undergraduate,African American,Mandarin,UK,Student,Christianity,1941-10-26,Low,Citizen,Suburban,Yes
55-64,Quinton,Female,Divorced,2,High School,Caucasian,Mandarin,Australia,Retired,Atheism,1969-08-10,High,Other,Urban,Yes
65+,Quinton,Non-Binary,Divorced,2,High School,Caucasian,Spanish,USA,Self-employed,Atheism,1964-10-17,High,Citizen,Urban,No
18-24,Sophia,Male,Divorced,2,Postgraduate,Other,Other,Canada,Self-employed,Other,1963-01-08,Low,Permanent Resident,Suburban,No
45-54,Piper,Male,Single,2,Doctorate,Asian,English,USA,Retired,Buddhism,1953-11-24,High,Other,Urban,Yes
55-64,Isla,Non-Binary,Divorced,3-4,Doctorate,Caucasian,Other,Australia,Professional,Other,1965-04-15,Moderate,Permanent Resident,Rural,Yes
35-44,Isaac,Non-Binary,Single,5+,High School,African American,Other,India,Retired,Atheism,1959-07-25,Low,Other,Urban,Yes
25-34,Olivia,Male,Married,5+,Postgraduate,Caucasian,Spanish,India,Student,Islam,1959-10-29,Moderate,Work Visa,Rural,No
25-34,Wendy,Non-Binary,Divorced,1,Doctorate,Hispanic,French,Australia,Retired,Hinduism,1984-10-31,Low,Work Visa,Rural,No
65+,Aaron,Female,Divorced,5+,Doctorate,Other,English,UK,Student,Atheism,1991-02-12,High,Other,Rural,No
45-54,Ophelia,Male,Divorced,5+,High School,Asian,Spanish,India,Student,Atheism,1946-05-12,Moderate,Work Visa,Rural,No
55-64,Cecilia,Male,Married,5+,Doctorate,Asian,Spanish,Australia,Student,Islam,1968-12-02,High,Permanent Resident,Urban,Yes
<18,Uriah,Male,Divorced,3-4,Undergraduate,Other,French,Canada,Retired,Hinduism,1991-08-11,Moderate,Citizen,Urban,No
55-64,Warren,Female,Single,3-4,High School,African American,French,Canada,Professional,Christianity,1998-11-06,High,Citizen,Urban,Yes
18-24,Yvonne,Male,Divorced,1,Postgraduate,Caucasian,French,UK,Self-employed,Hinduism,1977-10-26,Moderate,Other,Suburban,Yes
35-44,Delilah,Male,Divorced,5+,Postgraduate,Asian,English,India,Professional,Christianity,1965-08-05,Low,Citizen,Urban,Yes
45-54,Sebastian,Non-Binary,Divorced,5+,High School,African American,English,UK,Student,Other,1944-01-27,High,Citizen,Rural,Yes
<18,Xander,Male,Married,3-4,Undergraduate,African American,French,Australia,Retired,Other,2005-02-18,Low,Other,Rural,No
65+,Oliver,Non-Binary,Married,3-4,High School,Asian,Spanish,Canada,Retired,Christianity,1951-06-10,Low,Work Visa,Rural,Yes
55-64,Elias,Male,Divorced,5+,Doctorate,Caucasian,Other,USA,Self-employed,Hinduism,2003-01-11,Moderate,Other,Urban,No
18-24,Oscar,Non-Binary,Married,5+,Undergraduate,Caucasian,Mandarin,Canada,Retired,Hinduism,1959-09-06,Low,Other,Rural,No
18-24,Xochitl,Male,Married,5+,Postgraduate,African American,Spanish,Canada,Retired,Buddhism,1974-08-16,Low,Citizen,Urban,Yes
65+,Benjamin,Non-Binary,Married,1,High School,Hispanic,Mandarin,USA,Retired,Hinduism,1949-11-11,Low,Other,Urban,Yes
45-54,Charlotte,Male,Married,3-4,High School,Asian,French,Australia,Professional,Islam,1952-04-02,High,Citizen,Suburban,No
<18,Quentin,Female,Divorced,2,Postgraduate,Other,Other,USA,Self-employed,Islam,1962-12-21,Moderate,Other,Urban,No
25-34,Cameron,Non-Binary,Married,2,Doctorate,Other,Other,India,Student,Buddhism,1967-06-11,Low,Work Visa,Suburban,No
18-24,Ximena,Non-Binary,Single,1,High School,African American,Other,UK,Self-employed,Atheism,1987-09-03,Moderate,Work Visa,Urban,Yes
<18,Violet,Male,Single,1,Postgraduate,African American,Spanish,Australia,Student,Atheism,1982-04-19,High,Work Visa,Suburban,Yes
<18,Ulysses,Female,Married,5+,Undergraduate,Hispanic,English,UK,Retired,Other,1993-05-21,Moderate,Work Visa,Rural,Yes
18-24,David,Male,Divorced,2,Undergraduate,Other,French,UK,Retired,Atheism,1991-02-09,High,Citizen,Suburban,No
<18,Delilah,Non-Binary,Divorced,2,Doctorate,Other,English,Australia,Retired,Hinduism,1996-09-21,Low,Work Visa,Rural,No
65+,Xenia,Non-Binary,Single,2,High School,African American,Mandarin,UK,Self-employed,Hinduism,1966-08-17,High,Permanent Resident,Urban,Yes
<18,Kayla,Male,Single,5+,Postgraduate,Other,Spanish,USA,Student,Christianity,1989-07-04,High,Other,Urban,Yes
65+,Julian,Female,Divorced,1,Postgraduate,Hispanic,Spanish,UK,Retired,Other,1956-03-06,High,Citizen,Suburban,No
35-44,Blake,Male,Divorced,2,Undergraduate,Hispanic,Spanish,Australia,Self-employed,Atheism,1974-09-21,Moderate,Other,Urban,Yes
65+,Aaron,Male,Divorced,2,Doctorate,Caucasian,Spanish,Australia,Retired,Christianity,1975-07-01,Low,Other,Rural,No
<18,Adam,Female,Single,1,Doctorate,Other,Mandarin,Canada,Student,Buddhism,1952-08-29,High,Citizen,Rural,Yes
25-34,Paisley,Female,Single,1,Undergraduate,Other,Spanish,India,Self-employed,Hinduism,1949-10-22,Moderate,Work Visa,Suburban,Yes
<18,Daphne,Male,Divorced,2,Doctorate,Hispanic,English,Australia,Retired,Atheism,1960-06-20,Low,Citizen,Rural,Yes
25-34,Yara,Non-Binary,Married,2,Doctorate,Other,Spanish,Australia,Student,Islam,1963-02-20,Low,Citizen,Urban,No
45-54,Ian,Male,Single,5+,Doctorate,Hispanic,French,Canada,Retired,Atheism,2000-05-19,Moderate,Work Visa,Suburban,No
35-44,Katherine,Non-Binary,Divorced,3-4,Postgraduate,African American,Other,Australia,Student,Buddhism,2004-09-25,High,Work Visa,Urban,No
45-54,Carter,Non-Binary,Single,3-4,High School,Caucasian,Spanish,Canada,Retired,Atheism,1990-01-28,Moderate,Permanent Resident,Rural,Yes
55-64,Frank,Male,Married,3-4,Postgraduate,Asian,French,Canada,Self-employed,Christianity,2002-04-18,Moderate,Citizen,Suburban,No
65+,Skylar,Female,Single,5+,Undergraduate,African American,English,UK,Retired,Hinduism,1965-10-16,High,Other,Urban,No
45-54,Henry,Female,Married,1,Undergraduate,Other,English,UK,Self-employed,Atheism,1998-06-11,Low,Permanent Resident,Rural,No
45-54,Thomas,Non-Binary,Married,5+,High School,Caucasian,Other,Canada,Retired,Atheism,2001-02-12,Moderate,Other,Suburban,Yes
18-24,Flynn,Female,Married,2,Doctorate,Caucasian,Spanish,India,Self-employed,Buddhism,1939-03-17,Moderate,Other,Urban,Yes
65+,Tucker,Female,Divorced,2,High School,Hispanic,Spanish,Canada,Self-employed,Islam,1973-12-22,Low,Other,Urban,Yes
65+,Benjamin,Male,Married,5+,Doctorate,African American,French,UK,Professional,Islam,1972-02-02,Moderate,Citizen,Urban,Yes
<18,Jamie,Female,Divorced,3-4,Postgraduate,Other,English,India,Retired,Buddhism,1954-01-07,Low,Other,Suburban,Yes
<18,Victor,Female,Married,3-4,Doctorate,African American,Spanish,India,Student,Other,1988-01-07,Low,Permanent Resident,Suburban,No
45-54,Quentin,Female,Single,5+,Doctorate,Asian,Mandarin,USA,Professional,Christianity,1992-06-13,Moderate,Citizen,Urban,Yes
18-24,Felicity,Male,Married,1,Doctorate,Asian,English,UK,Professional,Atheism,1953-07-07,Moderate,Permanent Resident,Rural,Yes
35-44,Henry,Female,Married,3-4,Doctorate,Hispanic,Mandarin,UK,Self-employed,Hinduism,1980-07-13,High,Other,Suburban,No
65+,Nathan,Non-Binary,Divorced,2,Postgraduate,Asian,Spanish,USA,Self-employed,Buddhism,1942-03-27,Low,Permanent Resident,Suburban,No
55-64,Fiona,Male,Married,1,Postgraduate,African American,Mandarin,UK,Retired,Hinduism,1961-11-26,High,Citizen,Urban,Yes
<18,Fiona,Female,Married,1,Postgraduate,Asian,Spanish,Canada,Student,Other,1972-09-07,Moderate,Work Visa,Rural,No
25-34,Ruby,Male,Married,2,Doctorate,Asian,Mandarin,UK,Retired,Other,1985-07-01,Low,Other,Rural,No
55-64,Yvonne,Non-Binary,Married,1,Undergraduate,Hispanic,English,Canada,Self-employed,Other,1958-04-27,Low,Work Visa,Urban,Yes
25-34,Elias,Non-Binary,Single,3-4,Doctorate,Other,French,USA,Professional,Hinduism,1974-03-20,Moderate,Other,Urban,Yes
<18,Sadie,Non-Binary,Married,2,Undergraduate,Hispanic,Other,Australia,Retired,Christianity,1997-12-24,Moderate,Work Visa,Urban,No
<18,Jasper,Female,Married,1,High School,Hispanic,French,USA,Professional,Buddhism,1980-05-29,Low,Permanent Resident,Suburban,No
35-44,Wendy,Non-Binary,Divorced,5+,Doctorate,Other,English,UK,Professional,Atheism,1968-04-25,Low,Work Visa,Rural,Yes
<18,Quincy,Female,Divorced,3-4,Postgraduate,African American,French,Canada,Professional,Buddhism,1971-10-16,Low,Permanent Resident,Urban,Yes
<18,Iris,Male,Single,3-4,High School,Other,French,Australia,Retired,Buddhism,2003-04-25,Low,Other,Urban,Yes
<18,Faith,Female,Divorced,2,Doctorate,Other,French,UK,Professional,Christianity,1977-08-23,Low,Citizen,Suburban,No
55-64,Harriet,Non-Binary,Married,5+,Undergraduate,Other,Other,Australia,Retired,Atheism,1961-08-16,Low,Work Visa,Suburban,Yes
35-44,Landon,Male,Single,1,Postgraduate,African American,Spanish,USA,Self-employed,Other,1995-01-28,Moderate,Work Visa,Suburban,No
25-34,Sienna,Female,Married,5+,High School,Asian,Spanish,Canada,Professional,Atheism,1946-11-16,Low,Permanent Resident,Suburban,Yes
25-34,Jack,Female,Married,3-4,Doctorate,Asian,English,USA,Retired,Christianity,1995-06-03,Moderate,Work Visa,Suburban,No
18-24,Mia,Female,Divorced,3-4,Postgraduate,Asian,French,Australia,Professional,Atheism,2002-01-21,Moderate,Other,Rural,No
<18,Ivy,Non-Binary,Divorced,5+,Doctorate,Other,English,Australia,Retired,Atheism,1941-07-02,High,Other,Rural,No
55-64,Ulysses,Male,Married,5+,High School,Hispanic,Mandarin,Australia,Professional,Buddhism,1943-04-24,Low,Other,Rural,No
55-64,Mila,Non-Binary,Married,3-4,Doctorate,Other,Spanish,India,Student,Christianity,1955-07-06,Low,Permanent Resident,Urban,No
55-64,Uriah,Male,Married,3-4,Doctorate,Asian,Mandarin,Australia,Retired,Christianity,1984-11-21,Moderate,Other,Urban,No
45-54,Oscar,Male,Single,3-4,Doctorate,African American,Mandarin,Canada,Retired,Atheism,2004-04-11,Low,Citizen,Suburban,Yes
65+,Laura,Male,Married,5+,Undergraduate,Hispanic,Other,USA,Retired,Buddhism,1966-03-31,Moderate,Other,Rural,No
35-44,Walker,Female,Divorced,5+,Postgraduate,Hispanic,English,India,Student,Atheism,1976-10-12,Low,Other,Urban,Yes
55-64,Fiona,Male,Single,1,Undergraduate,Other,Other,Australia,Professional,Buddhism,1982-06-29,High,Citizen,Suburban,No
18-24,Nora,Female,Married,3-4,Undergraduate,Other,Other,Canada,Student,Hinduism,1955-10-12,Low,Permanent Resident,Suburban,No
45-54,Sophia,Female,Divorced,1,High School,African American,Spanish,Canada,Student,Islam,1943-06-17,Low,Permanent Resident,Suburban,No
35-44,Uriel,Female,Married,1,High School,Asian,Spanish,UK,Retired,Atheism,1976-09-01,High,Permanent Resident,Urban,No
45-54,Aaron,Non-Binary,Single,5+,Doctorate,African American,English,Canada,Student,Other,1973-05-08,Moderate,Permanent Resident,Suburban,Yes
18-24,Victoria,Female,Single,2,Doctorate,Asian,English,USA,Professional,Buddhism,1996-04-28,Moderate,Work Visa,Urban,No
35-44,Felicity,Male,Single,5+,Postgraduate,Hispanic,Other,USA,Professional,Atheism,1972-03-17,High,Other,Suburban,Yes
55-64,Kaitlyn,Male,Divorced,1,Undergraduate,Asian,French,UK,Retired,Islam,1939-01-26,Low,Citizen,Suburban,No
45-54,Harriet,Non-Binary,Single,1,Postgraduate,Other,Spanish,UK,Self-employed,Other,1970-03-17,Moderate,Citizen,Suburban,Yes
45-54,Tucker,Male,Married,3-4,High School,African American,English,USA,Self-employed,Atheism,1960-05-02,Moderate,Other,Rural,Yes
55-64,Zeke,Non-Binary,Divorced,5+,Postgraduate,Hispanic,French,USA,Retired,Christianity,1991-02-09,Moderate,Permanent Resident,Urban,No
45-54,Nicholas,Male,Divorced,5+,Postgraduate,Other,Mandarin,Canada,Self-employed,Hinduism,1988-06-14,Moderate,Other,Rural,No
25-34,Quinn,Male,Single,2,High School,African American,Spanish,UK,Self-employed,Other,1977-10-08,Moderate,Other,Rural,No
<18,Zack,Male,Single,3-4,Undergraduate,Caucasian,Other,India,Professional,Atheism,1952-01-21,High,Permanent Resident,Suburban,No
55-64,Imogen,Female,Married,1,Doctorate,Other,French,USA,Self-employed,Christianity,1940-11-12,High,Other,Urban,No
<18,Nicholas,Male,Married,5+,Undergraduate,Hispanic,French,India,Retired,Buddhism,1962-03-10,High,Citizen,Rural,Yes
<18,Imogen,Male,Single,2,Undergraduate,African American,Spanish,UK,Professional,Hinduism,1978-02-22,High,Permanent Resident,Urban,Yes
45-54,Gianna,Female,Single,3-4,High School,Other,Other,Canada,Student,Other,1991-08-12,High,Citizen,Suburban,No
25-34,Nathan,Non-Binary,Divorced,2,Undergraduate,African American,French,Australia,Retired,Hinduism,2003-03-30,High,Work Visa,Urban,No
18-24,Naomi,Non-Binary,Married,1,Doctorate,Other,Mandarin,Australia,Retired,Buddhism,2002-06-17,Low,Other,Urban,Yes
45-54,Brandon,Male,Divorced,2,High School,African American,Mandarin,USA,Retired,Christianity,1989-08-21,Moderate,Citizen,Suburban,Yes
45-54,Ava,Male,Divorced,2,Doctorate,Caucasian,Other,USA,Student,Other,1995-04-18,Low,Work Visa,Urban,No
25-34,Flynn,Non-Binary,Divorced,1,Postgraduate,African American,English,Canada,Self-employed,Christianity,1942-04-27,High,Work Visa,Suburban,No
55-64,Karen,Female,Single,1,Doctorate,Other,French,Australia,Professional,Islam,1939-03-24,High,Permanent Resident,Urban,Yes
55-64,Piper,Non-Binary,Single,5+,High School,Asian,French,UK,Student,Atheism,1960-04-19,High,Permanent Resident,Rural,Yes
18-24,Cecilia,Female,Married,1,Doctorate,African American,Mandarin,UK,Professional,Atheism,1966-12-24,High,Permanent Resident,Suburban,Yes
25-34,Charlotte,Female,Married,3-4,High School,Other,Mandarin,UK,Retired,Christianity,1956-03-10,Moderate,Work Visa,Urban,Yes
65+,Ophelia,Non-Binary,Married,3-4,High School,Caucasian,Mandarin,Australia,Student,Atheism,1956-05-12,Moderate,Work Visa,Urban,Yes
55-64,Gideon,Non-Binary,Divorced,2,Postgraduate,Asian,Mandarin,UK,Professional,Hinduism,1974-06-02,Moderate,Permanent Resident,Suburban,No
45-54,Miles,Female,Married,1,Postgraduate,Asian,Spanish,Canada,Self-employed,Buddhism,1963-07-27,Moderate,Citizen,Suburban,No
35-44,Carter,Female,Married,5+,Undergraduate,Other,French,UK,Professional,Hinduism,1991-12-10,Moderate,Other,Urban,Yes
<18,Vanessa,Female,Single,5+,Doctorate,Other,Mandarin,Australia,Professional,Atheism,2001-02-13,Moderate,Other,Rural,No
25-34,Rachel,Female,Single,2,Postgraduate,Other,French,India,Student,Hinduism,1962-09-11,High,Work Visa,Suburban,Yes
<18,Olive,Male,Single,1,Postgraduate,Asian,French,Australia,Self-employed,Islam,2001-10-21,High,Citizen,Rural,Yes
35-44,Kyle,Non-Binary,Divorced,1,Undergraduate,Other,French,India,Retired,Islam,2005-10-01,High,Other,Urban,No
35-44,Naomi,Non-Binary,Single,2,Undergraduate,African American,French,India,Self-employed,Buddhism,2002-11-21,Moderate,Permanent Resident,Suburban,Yes
55-64,Brianna,Female,Single,2,High School,Hispanic,Spanish,USA,Professional,Islam,1971-01-01,Moderate,Other,Rural,Yes
65+,Samuel,Female,Single,1,High School,Other,Other,Australia,Retired,Atheism,1973-01-11,Moderate,Citizen,Rural,No
45-54,Gianna,Male,Married,3-4,Doctorate,Asian,Other,Australia,Student,Atheism,1977-07-28,Moderate,Permanent Resident,Urban,No
65+,Miles,Male,Married,2,High School,Caucasian,English,India,Student,Buddhism,2002-02-13,Low,Other,Rural,Yes
<18,Gavin,Female,Married,2,Undergraduate,African American,Other,Australia,Self-employed,Other,1959-06-30,Moderate,Work Visa,Rural,No
25-34,Harper,Male,Married,5+,Undergraduate,Caucasian,Mandarin,Australia,Retired,Islam,1964-04-17,High,Other,Suburban,No
<18,Kylie,Male,Divorced,3-4,Doctorate,Caucasian,Spanish,UK,Retired,Buddhism,1964-08-17,Moderate,Citizen,Rural,Yes
35-44,Kevin,Non-Binary,Divorced,2,High School,Caucasian,French,Canada,Retired,Buddhism,1992-07-21,Low,Permanent Resident,Rural,No
35-44,Ursula,Male,Single,1,Postgraduate,Caucasian,English,Australia,Retired,Buddhism,1954-09-23,High,Permanent Resident,Urban,No
<18,Tina,Non-Binary,Single,5+,High School,Asian,English,Australia,Student,Atheism,1987-09-28,Low,Other,Rural,No
45-54,Prarthana,Male,Divorced,1,High School,Asian,Spanish,UK,Student,Buddhism,1965-08-07,Low,Other,Rural,No
55-64,Katherine,Female,Divorced,5+,High School,Other,Spanish,Canada,Self-employed,Buddhism,1976-11-22,Moderate,Permanent Resident,Rural,Yes
25-34,Yvette,Female,Divorced,2,High School,Caucasian,English,India,Retired,Hinduism,1964-02-27,Low,Permanent Resident,Rural,No
65+,Mila,Female,Married,2,High School,Caucasian,Mandarin,India,Self-employed,Buddhism,1950-01-30,Moderate,Permanent Resident,Urban,No
18-24,Sienna,Non-Binary,Single,3-4,Undergraduate,Caucasian,Spanish,Australia,Student,Atheism,1986-10-12,Moderate,Other,Suburban,Yes
35-44,Cameron,Female,Single,5+,High School,Hispanic,Mandarin,UK,Retired,Atheism,1983-04-05,Moderate,Citizen,Suburban,No
25-34,Harper,Female,Divorced,3-4,Undergraduate,Other,Spanish,India,Professional,Hinduism,1951-10-02,High,Work Visa,Urban,Yes
<18,Elias,Female,Single,5+,High School,African American,English,UK,Retired,Atheism,1989-09-20,Moderate,Citizen,Suburban,Yes
25-34,Blake,Female,Divorced,3-4,Doctorate,Other,Other,India,Student,Hinduism,1961-01-14,Low,Other,Urban,No
55-64,Zion,Female,Married,3-4,High School,Caucasian,Mandarin,USA,Self-employed,Other,1989-08-12,Low,Citizen,Urban,Yes
35-44,Sebastian,Male,Married,3-4,High School,Hispanic,French,USA,Self-employed,Hinduism,1987-01-02,High,Other,Urban,No
35-44,Ophelia,Non-Binary,Divorced,5+,Undergraduate,Other,English,India,Student,Other,1986-05-18,Moderate,Citizen,Suburban,No
18-24,Cameron,Non-Binary,Married,5+,High School,Hispanic,Other,UK,Student,Christianity,1963-12-26,Low,Other,Urban,Yes
35-44,Ophelia,Male,Divorced,1,Doctorate,Other,French,Australia,Self-employed,Christianity,1996-09-27,Moderate,Permanent Resident,Rural,No
18-24,Quinn,Female,Single,2,High School,African American,Other,Canada,Professional,Christianity,2005-04-09,Low,Permanent Resident,Suburban,Yes
18-24,Elias,Male,Divorced,1,High School,Other,French,UK,Self-employed,Christianity,1939-04-04,High,Citizen,Suburban,No
55-64,Kennedy,Non-Binary,Single,2,Postgraduate,African American,Mandarin,UK,Student,Atheism,1948-04-04,Low,Citizen,Suburban,Yes
35-44,Vanessa,Male,Single,5+,Doctorate,Caucasian,Other,UK,Student,Atheism,1956-06-09,High,Citizen,Suburban,No
35-44,Julian,Non-Binary,Married,5+,Doctorate,Asian,Other,Canada,Student,Islam,1941-08-08,Low,Permanent Resident,Rural,Yes
65+,Sophia,Male,Divorced,3-4,Doctorate,Asian,Other,Australia,Self-employed,Buddhism,1989-04-17,Moderate,Permanent Resident,Suburban,No
25-34,Grace,Male,Divorced,3-4,High School,African American,Mandarin,Australia,Student,Islam,1997-02-06,Low,Citizen,Rural,Yes
55-64,Aiden,Male,Single,3-4,High School,African American,English,USA,Self-employed,Hinduism,1980-01-23,Low,Citizen,Suburban,No
<18,Harry,Non-Binary,Single,2,Doctorate,Other,Other,Australia,Retired,Islam,1981-11-17,High,Permanent Resident,Urban,Yes
55-64,Eleanor,Male,Single,3-4,Postgraduate,Hispanic,Other,India,Student,Hinduism,1961-12-01,Low,Other,Rural,Yes
<18,Madison,Male,Divorced,3-4,Postgraduate,Asian,French,India,Professional,Buddhism,1992-02-09,Low,Permanent Resident,Urban,No
<18,Lucas,Non-Binary,Married,3-4,Undergraduate,Hispanic,English,USA,Retired,Islam,1941-01-14,High,Work Visa,Rural,Yes
25-34,Isaac,Female,Married,3-4,Postgraduate,Hispanic,English,Canada,Professional,Christianity,1976-10-24,Low,Other,Suburban,Yes
45-54,Paula,Non-Binary,Married,5+,Undergraduate,African American,English,USA,Retired,Buddhism,1991-05-19,Low,Citizen,Rural,No
25-34,Ruby,Male,Married,1,Postgraduate,Asian,French,UK,Student,Other,1955-10-15,High,Work Visa,Suburban,No
65+,Hudson,Non-Binary,Divorced,2,High School,Other,Spanish,India,Self-employed,Hinduism,1943-12-11,High,Work Visa,Rural,Yes
35-44,Delilah,Male,Married,2,Postgraduate,Caucasian,Mandarin,Australia,Retired,Buddhism,1949-01-17,Moderate,Citizen,Urban,No
55-64,Brianna,Male,Single,3-4,Undergraduate,Asian,French,India,Professional,Buddhism,1955-01-16,High,Work Visa,Suburban,Yes
18-24,Felicity,Non-Binary,Married,5+,Doctorate,Asian,English,UK,Retired,Other,1945-09-27,Low,Other,Urban,No
65+,Piper,Female,Divorced,1,Undergraduate,Asian,Mandarin,Australia,Retired,Buddhism,1993-07-15,Moderate,Work Visa,Urban,Yes
65+,Uriel,Male,Divorced,2,Postgraduate,Other,French,Canada,Retired,Other,1961-04-22,Low,Citizen,Suburban,No
